ISBN10,ISBN13,Title,Author,Cover,Publisher,Pages
64470059,9.78E+12,Where The Lilies Bloom,"Bill Cleaver,Vera Cleaver",http://www.openisbn.com/cover/0064470059_72.jpg,HarperTeen,224
821222341,9.78E+12,Amsterdam: Amsterdam And The Hague (Art In Focus),Christopher Wright,http://www.openisbn.com/cover/0821222341_72.jpg,Bulfinch Pr,128
821221558,9.78E+12,Paris (Art In Focus),Linda Bolton,http://www.openisbn.com/cover/0821221558_72.jpg,Bulfinch Pr,128
380726297,9.78E+12,Sacred,Dennis Lehane,http://www.openisbn.com/cover/0380726297_72.jpg,HarperTorch,383
553292056,9.78E+12,Another Roadside Attraction,Tom Robbins,http://www.openisbn.com/cover/0553292056_72.jpg,Bantam,10
1860119190,9.78E+12,London-Paris,Dana Facaros,http://www.openisbn.com/cover/1860119190_72.jpg,Cadogan Books,192
082122154X,9.78E+12,London (Art In Focus),Thomas Parsons,http://www.openisbn.com/cover/082122154X_72.jpg,Bulfinch Pr,128
553213512,9.78E+12,The Time Machine,H.G. Wells,http://www.openisbn.com/cover/0553213512_72.jpg,Bantam Classics,128
60933577,9.78E+12,Faithless: Tales Of Transgression,Joyce Carol Oates,http://www.openisbn.com/cover/0060933577_72.jpg,Harper Perennial,400
044023672X,9.78E+12,Answered Prayers,Danielle Steel,http://www.openisbn.com/cover/044023672X_72.jpg,Dell,416
394839129,9.78E+12,I Can Read With My Eyes Shut! (Beginner Books),Dr. Seuss,http://www.openisbn.com/cover/0394839129_72.jpg,Random House Books For Young Readers,48
1573220213,9.78E+12,Woman Who Walked On Water,Lily Tuck,http://www.openisbn.com/cover/1573220213_72.jpg,Riverhead Hardcover,241
440180295,9.78E+12,Slaughterhouse-Five,Kurt Vonnegut,http://www.openisbn.com/cover/0440180295_72.jpg,Dell,215
014044582X,9.78E+12,The Last Days Of Socrates: Euthyphro; The Apology; Crito; Phaedo (Penguin Classics),"Plato,Harold Tarrant,Harold Tarrant,Hugh Tredennic",http://www.openisbn.com/cover/014044582X_72.jpg,Penguin Classics,272
3423071001,9.78E+12,Alice Im Wunderland,"Lewis Carroll,Frans Haacken",http://www.openisbn.com/cover/3423071001_72.jpg,Dtv,198
884270610,9.78E+12,The Goal: A Process Of Ongoing Improvement,"Eliyahu M. Goldratt,Jeff Cox",http://www.openisbn.com/cover/0884270610_72.jpg,North River Press,384
425170055,9.78E+12,Rainbow Six,Tom Clancy,http://www.openisbn.com/cover/0425170055_72.jpg,Berkley Pub Group (Mm),897
345832402X,9.78E+12,Die Günderode,Bettine Von Arnim,http://www.openisbn.com/cover/345832402X_72.jpg,"Insel, Frankfurt",600
3499613425,9.78E+12,Der Kleine Beziehungsberater,Till Raether,http://www.openisbn.com/cover/3499613425_72.jpg,Rowohlt Tb.,0
3548021026,9.78E+12,"Fabian. Die Geschichte Eines Moralisten (Ullstein Buch, 102)",Erich Kästner,http://www.openisbn.com/cover/3548021026_72.jpg,"Ullstein Verlag,",0
351836605X,9.78E+12,Stiller: Roman (suhrkamp Taschenbuch),Max Frisch,http://www.openisbn.com/cover/351836605X_72.jpg,Suhrkamp Verlag,448
1573229083,9.78E+12,My Dream Of You,Nuala O'Faolain,http://www.openisbn.com/cover/1573229083_72.jpg,Riverhead Trade,529
805058249,9.78E+12,Benjamin's Crossing: A Novel,Jay Parini,http://www.openisbn.com/cover/0805058249_72.jpg,Holt Paperbacks,320
034540047X,9.78E+12,The Hotel New Hampshire,John Irving,http://www.openisbn.com/cover/034540047X_72.jpg,Ballantine Books,432
140255842,9.78E+12,Drinking The Rain: A Memoir,Alix Kates Shulman,http://www.openisbn.com/cover/0140255842_72.jpg,Penguin (Non-Classics),256
380805995,9.78E+12,Kiss Of The Bees: A Novel Of Suspense,J.A. Jance,http://www.openisbn.com/cover/0380805995_72.jpg,Avon,464
425169375,9.78E+12,The Best Of Friends,Joanna Trollope,http://www.openisbn.com/cover/0425169375_72.jpg,Berkley,336
671727311,9.78E+12,After Henry,Joan Didion,http://www.openisbn.com/cover/0671727311_72.jpg,Simon &amp; Schuster,319
449003795,9.78E+12,P Is For Peril (Kinsey Millhone Mysteries),Sue Grafton,http://www.openisbn.com/cover/0449003795_72.jpg,Ballantine Books,384
055357874X,9.78E+12,Finding Mr. Right,Emily Carmichael,http://www.openisbn.com/cover/055357874X_72.jpg,Bantam,368
671896326,9.78E+12,Malice Domestic 5,Phyllis A. Whitney,http://www.openisbn.com/cover/0671896326_72.jpg,Pocket,256
3379017159,9.78E+12,Manhattan Fliegt,Michael Wallner,http://www.openisbn.com/cover/3379017159_72.jpg,"Reclam, Leipzig",0
374190771,9.78E+12,Looking For A Ship,John McPhee,http://www.openisbn.com/cover/0374190771_72.jpg,"Farrar, Straus And Giroux",242
972660208,9.78E+12,Passing The Flame: A Beadmaker's Guide To Detail And Design,Corina Tettinger,http://www.openisbn.com/cover/0972660208_72.jpg,Bonzobucks &amp; Books Pub,224
939165376,9.78E+12,"Three Cats, Two Dogs: One Journey Through Multiple Pet Loss",David Congalton,http://www.openisbn.com/cover/0939165376_72.jpg,NewSage Press,176
60935464,9.78E+12,To Kill A Mockingbird,Harper Lee,http://www.openisbn.com/cover/0060935464_72.jpg,Harper Perennial Modern Classics,336
446322180,9.78E+12,The Name Of The Rose,Umberto Eco,http://www.openisbn.com/cover/0446322180_72.jpg,Warner Books,611
1551668998,9.78E+12,The Beach House,Mary Alice Monroe,http://www.openisbn.com/cover/1551668998_72.jpg,Mira,416
515116173,9.78E+12,Decider,Dick Francis,http://www.openisbn.com/cover/0515116173_72.jpg,Jove,341
157586326X,9.78E+12,Things A Computer Scientist Rarely Talks About (Center For The Study Of Language And Information - Lecture Notes),Donald E. Knuth,http://www.openisbn.com/cover/157586326X_72.jpg,Center For The Study Of Language And Inf,257
042516828X,9.78E+12,Sudden Mischief (Spenser),Robert B. Parker,http://www.openisbn.com/cover/042516828X_72.jpg,Berkley,336
440910552,9.78E+12,Under Blood Red Sun,Graham Salisbury,http://www.openisbn.com/cover/0440910552_72.jpg,Random House Children's Books,0
1853261092,9.78E+12,Black Beauty (Wordsworth Children's Classics) (Wordsworth Classics),Anna Sewell,http://www.openisbn.com/cover/1853261092_72.jpg,Wordsworth Editions Ltd,208
889950954,9.78E+12,Prism Moon,Martine Bates,http://www.openisbn.com/cover/0889950954_72.jpg,Red Deer Press,165
1562477579,9.78E+12,The Smuggler's Treasure (American Girl History Mysteries),Sarah Masters Buckey,http://www.openisbn.com/cover/1562477579_72.jpg,American Girl,163
312876343,9.78E+12,Dark As Day (Cold As Ice Book 2),Charles Sheffield,http://www.openisbn.com/cover/0312876343_72.jpg,Tor Books,480
446519081,9.78E+12,The Tenth Insight: Holding The Vision,James Redfield,http://www.openisbn.com/cover/0446519081_72.jpg,Grand Central Publishing,256
044651862X,9.78E+12,The Celestine Prophecy: An Adventure,James Redfield,http://www.openisbn.com/cover/044651862X_72.jpg,Warner Books,246
688002307,9.78E+12,Zen And The Art Of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,http://www.openisbn.com/cover/0688002307_72.jpg,William Morrow,412
394708229,9.78E+12,In The Belly Of The Beast: Letters From Prison,"Jack Henry Abbott,Norman Mailer",http://www.openisbn.com/cover/0394708229_72.jpg,Vintage Books,198
195085140,9.78E+12,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, And The Tenth Dimension","Michio Kaku,Robert O'Keefe",http://www.openisbn.com/cover/0195085140_72.jpg,"Oxford University Press, USA",384
671765973,9.78E+12,Zolar's Encyclopedia Of Ancient And Forbidden Knowledge.,Zolar,http://www.openisbn.com/cover/0671765973_72.jpg,Simon &amp; Schuster (Paper),0
922729611,9.78E+12,"Karma And Reincarnation: Transcending Your Past, Transforming Your Future (Pocket Guides To Practical Spirituality Series)","Elizabeth Clare Prophet,Patricia R. Spadaro",http://www.openisbn.com/cover/0922729611_72.jpg,Summit University Press,224
767902335,9.78E+12,Work As A Spiritual Practice: A Practical Buddhist Approach To Inner Growth And Satisfaction On The Job,Lewis Richmond,http://www.openisbn.com/cover/0767902335_72.jpg,Broadway,272
1577311523,9.78E+12,The Power Of Now: A Guide To Spiritual Enlightenment,Eckhart Tolle,http://www.openisbn.com/cover/1577311523_72.jpg,New World Library,208
425166805,9.78E+12,Chariots Of The Gods,Erich Von Daniken,http://www.openisbn.com/cover/0425166805_72.jpg,Berkley Trade,224
1567185126,9.78E+12,"Energy Focused Meditation: Body, Mind, Spirit",Genevieve L. Paulson,http://www.openisbn.com/cover/1567185126_72.jpg,Llewellyn Publications,201
1874166188,9.78E+12,Introducing Buddha,"Jane Hope,Borin Van Loon",http://www.openisbn.com/cover/1874166188_72.jpg,Totem Books,176
875425011,9.78E+12,"Charms, Spells, And Formulas (Llewellyn's Practical Magick)",Rev Ray T. Malbrough,http://www.openisbn.com/cover/0875425011_72.jpg,Llewellyn Publications,192
875426638,9.78E+12,"The Golden Dawn: The Original Account Of The Teachings, Rites &amp; Ceremonies Of The Hermetic Order (Llewellyn's Golden Dawn)",Israel Regardie,http://www.openisbn.com/cover/0875426638_72.jpg,Llewellyn Publications,844
1882723007,9.78E+12,Embraced By The Light,"Betty J. Eadie,Melvin Morse",http://www.openisbn.com/cover/1882723007_72.jpg,Gold Leaf Press,147
764809326,9.78E+12,The Search For Happiness: Four Levels Of Emotional And Spiritual Growth,Father Oscar Lukefahr CM,http://www.openisbn.com/cover/0764809326_72.jpg,Liguori,160
1892137038,9.78E+12,"The Underworld Initiation: A Journey Towards Psychic Transformation (Celtic Myth &amp; Legend, V. 3)","R. J. Stewart,R. J. Stewart",http://www.openisbn.com/cover/1892137038_72.jpg,Mercury Publishing (NC),298
883681056,9.78E+12,The Practice Of The Presence Of God,Brother Lawrence,http://www.openisbn.com/cover/0883681056_72.jpg,Whitaker House,96
874776945,9.78E+12,The Artist's Way: A Spiritual Path To Higher Creativity (Inner Workbook),Julia Cameron,http://www.openisbn.com/cover/0874776945_72.jpg,Tarcher,222
875422462,9.78E+12,Crystal Healing: The Next Step (Llewellyn's New Age),Phyllis Galde,http://www.openisbn.com/cover/0875422462_72.jpg,Llewellyn Publications,215
1869928180,9.78E+12,VISUAL MAGICK: A Manual Of Freestyle Shamanism,Jan Fries,http://www.openisbn.com/cover/1869928180_72.jpg,Mandrake,136
043935806X,9.78E+12,Harry Potter And The Order Of The Phoenix (Book 5),"J. K. Rowling,Mary GrandPré",http://www.openisbn.com/cover/043935806X_72.jpg,Arthur A. Levine Books,896
034540002X,9.78E+12,"Past Lives, Present Dreams",Denise Linn,http://www.openisbn.com/cover/034540002X_72.jpg,Wellspring/Ballantine,192
399507914,9.78E+12,Drawing The Head And Figure (Perigee),Jack Hamm,http://www.openisbn.com/cover/0399507914_72.jpg,Perigee Trade,128
1570627193,9.78E+12,Confessions Of A Pagan Nun,Kate Horsley,http://www.openisbn.com/cover/1570627193_72.jpg,Shambhala,208
439313899,9.78E+12,Conversations With God For Teens,Neale Donald Walsch,http://www.openisbn.com/cover/0439313899_72.jpg,Scholastic Paperbacks,368
609608045,9.78E+12,May The Angels Be With You: A Psychic Helps You Find Your Spirit Guides And Your True Purpose,Gary Quinn,http://www.openisbn.com/cover/0609608045_72.jpg,Harmony,160
076071004X,9.78E+12,Tarot (Book And Cards),Jonathan Dee,http://www.openisbn.com/cover/076071004X_72.jpg,Barnes Noble,64
1855381125,9.78E+12,A Witch Alone: Thirteen Moons To Master Natural Magic,Marian Green,http://www.openisbn.com/cover/1855381125_72.jpg,Thorsons,224
875421202,9.78E+12,Magical Herbalism: The Secret Craft Of The Wise (Llewellyn's Practical Magick Series),Scott Cunningham,http://www.openisbn.com/cover/0875421202_72.jpg,Llewellyn Publications,265
1566199646,9.78E+12,Runes Pb,Horik Svensson,http://www.openisbn.com/cover/1566199646_72.jpg,Carlton Publishing,0
738700339,9.78E+12,Llewellyn's 2002 Magical Almanac,Llewellyn,http://www.openisbn.com/cover/0738700339_72.jpg,Llewellyn Publications,384
875423248,9.78E+12,Modern Magick: Eleven Lessons In The High Magickal Arts (Llewellyn's High Magick),Donald Michael Kraig,http://www.openisbn.com/cover/0875423248_72.jpg,Llewellyn Publications,600
073870279X,9.78E+12,Astral Projection Plain &amp; Simple: The Out-of-Body Experience,Osborne Phillips,http://www.openisbn.com/cover/073870279X_72.jpg,Llewellyn Publications,192
425158640,9.78E+12,Idoru,William Gibson,http://www.openisbn.com/cover/0425158640_72.jpg,Berkley,400
553236628,9.78E+12,Don't Fall Off The Mountain,Shirley Maclaine,http://www.openisbn.com/cover/0553236628_72.jpg,Bantam,292
1863739157,9.78E+12,1988,Andrew McGahan,http://www.openisbn.com/cover/1863739157_72.jpg,Allen &amp; Unwin,314
068483183X,9.78E+12,Touched With Fire: Manic-Depressive Illness And The Artistic Temperament,Kay Redfield Jamison,http://www.openisbn.com/cover/068483183X_72.jpg,Free Press,384
713715162,9.78E+12,The I Ching On Love,Guy Damian-Knight,http://www.openisbn.com/cover/0713715162_72.jpg,Sterling Pub Co Inc,334
671532545,9.78E+12,Bedside Manners: The Troubled History Of Doctors And Patients,Edward Shorter,http://www.openisbn.com/cover/0671532545_72.jpg,Simon And Schuster,316
330360434,9.78E+12,Three Dollars,Elliot Perlman,http://www.openisbn.com/cover/0330360434_72.jpg,Pan Books Ltd,0
380723336,9.78E+12,Bully: A True Story Of High School Revenge,Jim Schutze,http://www.openisbn.com/cover/0380723336_72.jpg,Avon,320
6498000,9.78E+12,Winston's War,Michael Dobbs,http://www.openisbn.com/cover/0006498000_72.jpg,Harpercollins Pb,704
553210823,9.78E+12,Canterbury Tales,Geoffrey Chaucer - Edited By A. C. Cawley,http://www.openisbn.com/cover/0553210823_72.jpg,Dent,0
395771552,9.78E+12,The Clay Marble: And Related Readings (Literature Connections),Minfong Ho,http://www.openisbn.com/cover/0395771552_72.jpg,Houghton Mifflin Harcourt (HMH),180
1932560491,9.78E+12,Bedtime Stories For Women,Nancy Madore,http://www.openisbn.com/cover/1932560491_72.jpg,Llumina Press,172
140304770,9.78E+12,"A Wizard Of Earthsea (The Earthsea Cycle, Book 1)",Ursula K Le Guin,http://www.openisbn.com/cover/0140304770_72.jpg,Puffin Books,208
140444572,9.78E+12,The Aeneid: A New Prose Translation (Penguin Classics),"Virgil,David West,David West",http://www.openisbn.com/cover/0140444572_72.jpg,Penguin Classics,368
140029613,9.78E+12,"Good Morning, Midnight",Jean Rhys,http://www.openisbn.com/cover/0140029613_72.jpg,Penguin Books Ltd,160
553213113,9.78E+12,Moby-Dick (Bantam Classics),Herman Melville,http://www.openisbn.com/cover/0553213113_72.jpg,Bantam Classics,704
743489063,9.78E+12,The Day After Tomorrow,Whitley Strieber,http://www.openisbn.com/cover/0743489063_72.jpg,Pocket Star,272
440225922,9.78E+12,"The Poyson Garden (Elizabeth I Mysteries, Book 1)",Karen Harper,http://www.openisbn.com/cover/0440225922_72.jpg,Dell,320
99993805,9.78E+12,Pelican Brief,John Grisham,http://www.openisbn.com/cover/0099993805_72.jpg,Trafalgar Square,384
914457284,9.78E+12,The Nepal Trekker's Handbook,"Amy R. Kaplan,Michael Keller,Jimmy Thapa",http://www.openisbn.com/cover/0914457284_72.jpg,Mustang Pubn,142
073870234X,9.78E+12,"Signs, Symbols &amp; Omens: An Illustrated Guide To Magical &amp; Spiritual Symbolism",Raymond Buckland,http://www.openisbn.com/cover/073870234X_72.jpg,Llewellyn Publications,264
892132922,9.78E+12,The Quest For Enlightenment,A. C. Bhaktivedanta Swami Prabhupada,http://www.openisbn.com/cover/0892132922_72.jpg,Bhaktivedanta Book Trust,272
892133260,9.78E+12,Dharma: The Way Of Transcendence,A. C. Bhaktivedanta Swami Prabhupada,http://www.openisbn.com/cover/0892133260_72.jpg,Bhaktivedanta Book Trust,145
60988258,9.78E+12,Running In Heels: A Novel,Anna Maxted,http://www.openisbn.com/cover/0060988258_72.jpg,Avon A,432
345406419,9.78E+12,Rookery Blues,Jon Hassler,http://www.openisbn.com/cover/0345406419_72.jpg,Ballantine Books,0
451184963,9.78E+12,Insomnia,Stephen King,http://www.openisbn.com/cover/0451184963_72.jpg,Signet,672
440220602,9.78E+12,The Chamber,John Grisham,http://www.openisbn.com/cover/0440220602_72.jpg,Dell,676
821766929,9.78E+12,When Darkness Falls,Shannon Drake,http://www.openisbn.com/cover/0821766929_72.jpg,Zebra,432
671721135,9.78E+12,Through The Ice,"Piers Anthony,Robert Kornwise",http://www.openisbn.com/cover/0671721135_72.jpg,Baen Books,0
786864516,9.78E+12,The Hungry Ocean: A Swordboat Captain's Journey,Linda Greenlaw,http://www.openisbn.com/cover/0786864516_72.jpg,Hyperion,288
042513525X,9.78E+12,Hideaway,Dean Koontz,http://www.openisbn.com/cover/042513525X_72.jpg,Berkley,416
60688246,9.78E+12,A Severe Mercy,Sheldon Vanauken,http://www.openisbn.com/cover/0060688246_72.jpg,HarperOne,240
883960044,9.78E+12,Step To The Music You Hear: Philosophical Poems From Modern And Classical Authors,"Susan Polis Schutz,Stephen Schutz",http://www.openisbn.com/cover/0883960044_72.jpg,Blue Mountain Arts,63
399149422,9.78E+12,The Cat Who Brought Down The House,Braun Lilian Jackson,http://www.openisbn.com/cover/0399149422_72.jpg,Putnam,0
440972329,9.78E+12,A Ring Of Endless Light (Austin Family),Madeleine L'Engle,http://www.openisbn.com/cover/0440972329_72.jpg,Laurel Leaf,336
451156609,9.78E+12,The Tommyknockers,Stephen King,http://www.openisbn.com/cover/0451156609_72.jpg,Signet,752
449132471,9.78E+12,The Scarlet Ruse,John D. MacDonald,http://www.openisbn.com/cover/0449132471_72.jpg,Fawcett,0
373111355,9.78E+12,"A Lifetime And Beyond (Harlequin Presents, No. 1135)",Alison Fraser,http://www.openisbn.com/cover/0373111355_72.jpg,Harlequin,187
373114087,9.78E+12,Summer Storm (Harlequin Presents),Robyn Donald,http://www.openisbn.com/cover/0373114087_72.jpg,Harlequin,0
590298364,9.78E+12,Sunny (California Diaries),Ann M. Martin,http://www.openisbn.com/cover/0590298364_72.jpg,Scholastic Paperbacks,176
689107730,9.78E+12,"East Wind, Rain",N. Richard Nash,http://www.openisbn.com/cover/0689107730_72.jpg,Scribner,371
380016699,9.78E+12,Your Erroneous Zones,Wayne W Dyer,http://www.openisbn.com/cover/0380016699_72.jpg,Avon Books,253
088001072X,9.78E+12,A Call: The Tale Of Two Passions (Neglected Books Of The Twentieth Century),Ford Madox Ford,http://www.openisbn.com/cover/088001072X_72.jpg,Ecco Pr,304
671760327,9.78E+12,Loose Among The Lambs,"Brandon,Jay Brandon",http://www.openisbn.com/cover/0671760327_72.jpg,Atria,384
034530988X,9.78E+12,Friday,Robert A. Heinlein,http://www.openisbn.com/cover/034530988X_72.jpg,Del Rey,357
380728184,9.78E+12,Kokopelli's Flute,Will Hobbs,http://www.openisbn.com/cover/0380728184_72.jpg,HarperTrophy,176
140298924,9.78E+12,The Uncle's Story,Witi Tame Ihimaera,http://www.openisbn.com/cover/0140298924_72.jpg,Penguin USA,373
9722105248,9.79E+12,O Evangelho Segundo Jesus Cristo: Romance (French Edition),Jose Saramago,http://www.openisbn.com/cover/9722105248_72.jpg,Caminho,445
2020239302,9.78E+12,Le Vieux Qui Lisait Des Romans D'amour,"Luis Sepúlveda,François Maspéro",http://www.openisbn.com/cover/2020239302_72.jpg,Seuil,120
2742743693,9.78E+12,Le Livre Des Illusions,Paul Auster,http://www.openisbn.com/cover/2742743693_72.jpg,Actes Sud,382
769613292,9.78E+12,Kryptonite Chaos (Superman (Landoll)),Landoll Inc.,http://www.openisbn.com/cover/0769613292_72.jpg,Landoll,0
671628828,9.78E+12,New Jewish Wedding,Anita Diamant,http://www.openisbn.com/cover/0671628828_72.jpg,Scribner,272
380716259,9.78E+12,Making Choices,"Alexandra Stoddard,Marc Romano",http://www.openisbn.com/cover/0380716259_72.jpg,William Morrow Paperbacks,222
806509023,9.78E+12,Existentialism And Human Emotions (A Philosophical Library Book),Jean-Paul Sartre,http://www.openisbn.com/cover/0806509023_72.jpg,Citadel,96
767901649,9.78E+12,"The Art Of Everyday Ecstasy: The Seven Trantric Keys For Bringing Passion, Spirit And Joy Into Every Part Of Your Life",Margot Anand,http://www.openisbn.com/cover/0767901649_72.jpg,Broadway,308
439173035,9.78E+12,The Flintstones In Viva Rock Vegas,"Scholastic Books,Ellen Miles",http://www.openisbn.com/cover/0439173035_72.jpg,Scholastic,80
590187554,9.78E+12,"Cub In The Cupboard (Animal Ark, No. 8)",Ben M. Baglio,http://www.openisbn.com/cover/0590187554_72.jpg,"Scholastic, Inc",160
060980748X,9.78E+12,A Trip To The Beach: Living On Island Time In The Caribbean,"Melinda Blanchard,Robert Blanchard",http://www.openisbn.com/cover/060980748X_72.jpg,Three Rivers Press,295
393049515,9.78E+12,The Dream Of Reason: A History Of Philosophy From The Greeks To The Renaissance,Anthony Gottlieb,http://www.openisbn.com/cover/0393049515_72.jpg,W. W. Norton &amp; Company,352
1400031354,9.78E+12,"Tears Of The Giraffe (No. 1 Ladies Detective Agency, Book 2)",Alexander McCall Smith,http://www.openisbn.com/cover/1400031354_72.jpg,Anchor,256
7106130,9.78E+12,To Hell In A Handcart,Richard Littlejohn,http://www.openisbn.com/cover/0007106130_72.jpg,Harpercollins Pub Ltd,425
1572241314,9.78E+12,The Gay And Lesbian Self-Esteem Book: A Guide To Loving Ourselves,Kimeron N. Hardin,http://www.openisbn.com/cover/1572241314_72.jpg,New Harbinger Publications,200
2268013987,9.78E+12,L'Age Du Christ,Marc-Edouard Nabe,http://www.openisbn.com/cover/2268013987_72.jpg,Editions Du Rocher,133
451202783,9.78E+12,The Ultimate Havana,John Lantigua,http://www.openisbn.com/cover/0451202783_72.jpg,Signet,320
486277909,9.78E+12,Self-Reliance And Other Essays (Dover Thrift Editions),Ralph Waldo Emerson,http://www.openisbn.com/cover/0486277909_72.jpg,Dover Publications,128
394578198,9.78E+12,Polar Star,Martin Cruz Smith,http://www.openisbn.com/cover/0394578198_72.jpg,Random House,386
262192624,9.78E+12,Portraits In Silicon,Robert Slater,http://www.openisbn.com/cover/0262192624_72.jpg,Mit Pr,350
399135413,9.78E+12,Brokenclaw (James Bond Master Spy),John Gardner,http://www.openisbn.com/cover/0399135413_72.jpg,G. P. Putnam's Sons,304
2290318329,9.78E+12,L'Homme Aux Cercles Bleus,Fred Vargas,http://www.openisbn.com/cover/2290318329_72.jpg,J'ai Lu,219
553278118,9.78E+12,Doctors,Erich Segal,http://www.openisbn.com/cover/0553278118_72.jpg,Bantam,688
310478014,9.78E+12,Love Is The Key,Irene B. Brand,http://www.openisbn.com/cover/0310478014_72.jpg,Zondervan,224
590477412,9.78E+12,Deep Trouble (Goosebumps),R. L. Stine,http://www.openisbn.com/cover/0590477412_72.jpg,Scholastic,117
671868314,9.78E+12,"The Betrayal (Fear Street Saga Trilogy, No. 1)",R. L. Stine,http://www.openisbn.com/cover/0671868314_72.jpg,Simon Pulse,176
425170349,9.78E+12,Rainbow Six,Tom Clancy,http://www.openisbn.com/cover/0425170349_72.jpg,Berkley,912
425068064,9.78E+12,Three Blind Mice And Other Stories,Agatha Christie,http://www.openisbn.com/cover/0425068064_72.jpg,Berkley,224
312975120,9.78E+12,The Unexpected Guest,Agatha Christie,http://www.openisbn.com/cover/0312975120_72.jpg,St. Martin's Paperbacks,304
590433865,9.78E+12,"Good-Bye Stacey, Good-Bye (Baby-Sitters Club)",Ann M. Martin,http://www.openisbn.com/cover/0590433865_72.jpg,Scholastic Paperbacks,0
486270556,9.78E+12,Six Great Sherlock Holmes Stories,"Sir Arthur Conan Doyle,Stanley Appelbaum",http://www.openisbn.com/cover/0486270556_72.jpg,Dover Publications,112
590433857,9.78E+12,"Hello, Mallory (The Baby-Sitters Club, No. 14)",Ann M. Martin,http://www.openisbn.com/cover/0590433857_72.jpg,Scholastic Paperbacks,136
486296342,9.78E+12,Little Women (Dover Children's Thrift Classics),Louisa May Alcott,http://www.openisbn.com/cover/0486296342_72.jpg,Dover Publications,112
380709538,9.78E+12,Runaway Ralph,"Beverly Cleary,Tracy Dockray",http://www.openisbn.com/cover/0380709538_72.jpg,HarperCollins,191
743400526,9.78E+12,She Said Yes: The Unlikely Martyrdom Of Cassie Bernall,Misty Bernall,http://www.openisbn.com/cover/0743400526_72.jpg,Pocket Books,192
451188497,9.78E+12,Flawless,Adam Barrow,http://www.openisbn.com/cover/0451188497_72.jpg,Signet,416
671656589,9.78E+12,Heaven,Andrews,http://www.openisbn.com/cover/0671656589_72.jpg,Pocket,0
671695169,9.78E+12,Midnight Whispers,V.C. Andrews,http://www.openisbn.com/cover/0671695169_72.jpg,Pocket,440
671695142,9.78E+12,Twilight's Child (Cutler Family),V.C. Andrews,http://www.openisbn.com/cover/0671695142_72.jpg,Pocket,410
671729462,9.78E+12,My Sweet Audrina,V.C. Andrews,http://www.openisbn.com/cover/0671729462_72.jpg,Pocket,416
446608955,9.78E+12,A Walk To Remember,Nicholas Sparks,http://www.openisbn.com/cover/0446608955_72.jpg,Grand Central Publishing,256
312287860,9.78E+12,Madonna,Andrew Morton,http://www.openisbn.com/cover/0312287860_72.jpg,St. Martin's Press,256
809293242,9.78E+12,Brit Cult : An A-Z Of British Pop Culture,Andrew Calcutt,http://www.openisbn.com/cover/0809293242_72.jpg,McGraw-Hill Companies,448
679417397,9.78E+12,Nineteen Eighty-Four,George Orwell,http://www.openisbn.com/cover/0679417397_72.jpg,Everyman's Library,376
679779159,9.78E+12,How Proust Can Change Your Life,Alain De Botton,http://www.openisbn.com/cover/0679779159_72.jpg,Vintage,208
1550546007,9.78E+12,Why I Hate Canadians,Will Ferguson,http://www.openisbn.com/cover/1550546007_72.jpg,Douglas &amp; Mcintyre Ltd,220
440204194,9.78E+12,Firefly Summer,Maeve Binchy,http://www.openisbn.com/cover/0440204194_72.jpg,Dell,672
451408721,9.78E+12,Deadly Exposure,Leonard Goldberg,http://www.openisbn.com/cover/0451408721_72.jpg,Signet,416
64472574,9.78E+12,Breathing Underwater,Alex Flinn,http://www.openisbn.com/cover/0064472574_72.jpg,HarperTeen,272
884042693,9.78E+12,Dianetics: The Modern Science Of Mental Health: A Handbook Of Dianetics Procedure,L. Ron Hubbard,http://www.openisbn.com/cover/0884042693_72.jpg,Bridge Publications,512
141439696,9.78E+12,Complete Short Fiction (Penguin Classics),"Oscar Wilde,Ian Small",http://www.openisbn.com/cover/0141439696_72.jpg,Penguin Classics,336
764548573,9.78E+12,Zope Bible,"Michael Bernstein,Scott Robertson",http://www.openisbn.com/cover/0764548573_72.jpg,Wiley,613
449203662,9.78E+12,WANDERINGS,Chaim Potok,http://www.openisbn.com/cover/0449203662_72.jpg,Fawcett,576
586087060,9.78E+12,Danziger's Travels: Beyond Forbidden Frontiers (Paladin Books),Nick Danziger,http://www.openisbn.com/cover/0586087060_72.jpg,Harpercollins Pub Ltd,448
449221032,9.78E+12,Elephant Song,Wilbur Smith,http://www.openisbn.com/cover/0449221032_72.jpg,Fawcett,480
449218473,9.78E+12,Journey,James A. Michener,http://www.openisbn.com/cover/0449218473_72.jpg,Fawcett,336
60926015,9.78E+12,Mary Kay - 3rd Edition: Miracles Happen,Mary Kay Ash,http://www.openisbn.com/cover/0060926015_72.jpg,HarperPerennial,224
385018061,9.78E+12,The Mother's Almanac,"Marguerite Kelly,Elia Parsons,Rebecca Hirsh",http://www.openisbn.com/cover/0385018061_72.jpg,Doubleday,392
28600819,9.78E+12,The Weight Watchers Complete Exercise Book,"Judith Zimmer,Durell Godfrey",http://www.openisbn.com/cover/0028600819_72.jpg,John Wiley &amp; Sons Inc,144
140248307,9.78E+12,The Cunning Man,Robertson Davies,http://www.openisbn.com/cover/0140248307_72.jpg,Penguin (Non-Classics),480
